cve_id,vendor_project,product,threat_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,Type,complexity,severity,results
CVE-2021-40539,zoho,ManageEngine ADSelfServicePlus,Zoho Corp. ManageEngine ADSelfService Plus Version 6113 and Earlier Authentication Bypass,03-11-21,Zoho ManageEngine ADSelfService Plus versions 6113 and earlier contain an authentication bypass vulnerability which allows for Remote Code Execution.,Apply updates per vendor instructions.,17-11-21,07-09-21,9.8,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2020-10189,zoho,ManageEngine Desktop Central,Zoho ManageEngine Desktop Central Remote Code Execution Vulnerability,03-11-21,Zoho ManageEngine Desktop Central before 10.0.474 allows remote code execution because of deserialization of untrusted data in getChartImage in the FileStorage class. This is related to the CewolfServlet and MDMLogUploaderServlet servlets.,Apply updates per vendor instructions.,03-05-22,06-03-20,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2019-8394,zoho,ManageEngine ServiceDesk Plus (SDP),Zoho ManageEngine ServiceDesk Plus Arbitrary File Upload Vulnerability,03-11-21,Zoho ManageEngine ServiceDesk Plus (SDP) before 10.0 build 10012 allows remote attackers to upload arbitrary files via login page customization.,Apply updates per vendor instructions.,03-05-22,17-02-19,6.5,CWE-434,NETWORK,LOW,MEDIUM,2
CVE-2020-29583,zyxel,Unified Security Gateway (USG),Zyxel Unified Security Gateway Undocumented Administrator Account with Default Credentials,03-11-21,Firmware version 4.60 of Zyxel USG devices contains an undocumented account (zyfwp) with an unchangeable password.,Apply updates per vendor instructions.,03-05-22,22-12-20,9.8,CWE-312,NETWORK,LOW,CRITICAL,1
CVE-2021-22204,perl,Exiftool,ExifTool Remote Code Execution Vulnerability,17-11-21,Improper neutralization of user data in the DjVu file format in Exiftool versions 7.44 and up allows arbitrary code execution when parsing the malicious image,Apply updates per vendor instructions.,01-12-21,23-04-21,7.8,CWE-74,LOCAL,LOW,HIGH,0
CVE-2021-40449,microsoft,Windows,Microsoft Windows Win32k Privilege Escalation Vulnerability,17-11-21,Unspecified vulnerability allows for an authenticated user to escalate privileges.,Apply updates per vendor instructions.,01-12-21,13-10-21,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2021-42321,microsoft,Exchange,Microsoft Exchange Server Remote Code Execution Vulnerability,17-11-21,An authenticated attacker could leverage improper validation in cmdlet arguments within Microsoft Exchange and perform remote code execution.,Apply updates per vendor instructions.,01-12-21,10-11-21,8.8,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2021-42292,microsoft,Office,Microsoft Excel Security Feature Bypass,17-11-21,A security feature bypass vulnerability in Microsoft Excel would allow a local user to perform arbitrary code execution.,Apply updates per vendor instructions.,01-12-21,10-11-21,7.8,CWE-863,LOCAL,LOW,HIGH,0
CVE-2020-11261,qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Qualcomm Multiple Chipsets Improper Input Validation Vulnerability,01-12-21,"Memory corruption due to improper check to return error when user application requests memory allocation of a huge size in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Apply updates per vendor instructions.,01-06-22,09-06-21,7.8,CWE-20,LOCAL,LOW,HIGH,0
CVE-2018-14847,mikrotik,RouterOS,MikroTik Router OS Directory Traversal Vulnerability,01-12-21,MikroTik RouterOS through 6.42 allows unauthenticated remote attackers to read arbitrary files and remote authenticated attackers to write arbitrary files due to a directory traversal vulnerability in the WinBox interface.,Apply updates per vendor instructions.,01-06-22,02-08-18,9.1,CWE-22,NETWORK,LOW,CRITICAL,1
CVE-2021-37415,zoho,ManageEngine ServiceDesk Plus (SDP),Zoho ManageEngine ServiceDesk Authentication Bypass Vulnerability,01-12-21,Zoho ManageEngine ServiceDesk Plus before 11302 is vulnerable to authentication bypass that allows a few REST-API URLs without authentication,Apply updates per vendor instructions.,15-12-21,01-09-21,9.8,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2021-40438,apache,Apache,Apache HTTP Server-Side Request Forgery (SSRF),01-12-21,A crafted request uri-path can cause mod_proxy to forward the request to an origin server choosen by the remote user. This issue affects Apache HTTP Server 2.4.48 and earlier.,Apply updates per vendor instructions.,15-12-21,16-09-21,9.0,CWE-918,NETWORK,HIGH,CRITICAL,1
CVE-2021-44077,zoho,ManageEngine ServiceDesk Plus (SDP) / SupportCenter Plus,Zoho ManageEngine ServiceDesk Plus Remote Code Execution Vulnerability,01-12-21,"Zoho ManageEngine ServiceDesk Plus before 11306, ServiceDesk Plus MSP before 10530, and SupportCenter Plus before 11014 are vulnerable to unauthenticated remote code execution",Apply updates per vendor instructions.,15-12-21,29-11-21,9.8,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2021-44515,zoho,Desktop Central,Zoho Desktop Central Authentication Bypass Vulnerability,10-12-21,Zoho Desktop Central contains an authentication bypass vulnerability that could allow an attacker to execute arbitrary code in the Desktop Central MSP server.,Apply updates per vendor instructions.,24-12-21,12-12-21,9.8,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2019-13272,linux,Kernel,Linux Kernel Improper Privilege Management Vulnerability,10-12-21,Kernel/ptrace.c in Linux kernel mishandles contains an improper privilege management vulnerability which allows local users to obtain root access.,Apply updates per vendor instructions.,10-06-22,17-07-19,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2021-35394,realtek,Jungle Software Development Kit (SDK),Realtek Jungle SDK Remote Code Execution Vulnerability,10-12-21,RealTek Jungle SDK contains multiple memory corruption vulnerabilities which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,24-12-21,16-08-21,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2019-7238,sonatype,Nexus Repository Manager,Sonatype Nexus Repository Manager Incorrect Access Control Vulnerability,10-12-21,Sonatype Nexus Repository Manager before 3.15.0 has an incorrect access control vulnerability. Exploitation allows for remote code execution.,Apply updates per vendor instructions.,10-06-22,21-03-19,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2019-0193,apache,Solr,Apache Solr DataImportHandler Code Injection Vulnerability,10-12-21,The optional Apache Solr module DataImportHandler contains a code injection vulnerability.,Apply updates per vendor instructions.,10-06-22,01-08-19,7.2,CWE-94,NETWORK,LOW,HIGH,0
CVE-2021-44168,fortinet,FortiOS,Fortinet FortiOS Arbitrary File Download,10-12-21,"Fortinet FortiOS ""execute restore src-vis"" downloads code without integrity checking, allowing an attacker to arbitrarily download files.",Apply updates per vendor instructions.,24-12-21,04-01-22,7.8,CWE-494,LOCAL,LOW,HIGH,0
CVE-2017-17562,embedthis,GoAhead,Embedthis GoAhead Remote Code Execution Vulnerability,10-12-21,Embedthis GoAhead before 3.6.5 allows remote code execution if CGI is enabled and a CGI program is dynamically linked.,Apply updates per vendor instructions.,10-06-22,12-12-17,8.1,CWE-20,NETWORK,HIGH,HIGH,0
CVE-2017-12149,red hat,JBoss Application Server,Red Hat JBoss Application Server Remote Code Execution Vulnerability,10-12-21,"The JBoss Application Server, shipped with Red Hat Enterprise Application Platform 5.2, allows an attacker to execute arbitrary code via crafted serialized data.",Apply updates per vendor instructions.,10-06-22,04-10-17,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2010-1871,red hat,JBoss Seam 2,Red Hat Linux JBoss Seam 2 Remote Code Execution Vulnerability,10-12-21,"JBoss Seam 2 (jboss-seam2), as used in JBoss Enterprise Application Platform 4.3.0 for Red Hat Linux, allows attackers to perform remote code execution. This vulnerability can only be exploited when the Java Security Manager is not properly configured.",Apply updates per vendor instructions.,10-06-22,05-08-10,,CWE-20,,,HIGH,0
CVE-2020-17463,fuel cms,,Fuel CMS SQL Injection Vulnerability,10-12-21,"FUEL CMS 1.4.7 allows SQL Injection via the col parameter to /pages/items, /permissions/items, or /navigation/items.",Apply updates per vendor instructions.,10-06-22,13-08-20,9.8,CWE-89,NETWORK,LOW,CRITICAL,1
CVE-2020-8816,pi-hole,AdminLTE,Pi-Hole AdminLTE Remote Code Execution Vulnerability,10-12-21,Pi-hole Web v4.3.2 (aka AdminLTE) allows Remote Code Execution by privileged dashboard users via a crafted DHCP static lease.,Apply updates per vendor instructions.,10-06-22,29-05-20,7.2,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2019-10758,mongodb,mongo-express,MongoDB mongo-express Remote Code Execution Vulnerability,10-12-21,mongo-express before 0.54.0 is vulnerable to Remote Code Execution via endpoints that uses the `toBSON` method.,Apply updates per vendor instructions.,10-06-22,24-12-19,9.9,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2021-44228,apache,Log4j2,Apache Log4j2 Remote Code Execution Vulnerability,10-12-21,"Apache Log4j2 contains a vulnerability where JNDI features do not protect against attacker-controlled JNDI-related endpoints, allowing for remote code execution.","For all affected software assets for which updates exist, the only acceptable remediation actions are: 1) Apply updates; OR 2) remove affected assets from agency networks. Temporary mitigations using one of the measures provided at https://www.cisa.gov/uscert/ed-22-02-apache-log4j-recommended-mitigation-measures are only acceptable until updates are available.",24-12-21,10-12-21,10.0,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2021-43890,microsoft,Windows,Microsoft Windows AppX Installer Spoofing Vulnerability,15-12-21,"Microsoft Windows AppX Installer contains a spoofing vulnerability which has a high impacts to confidentiality, integrity, and availability.",Apply updates per vendor instructions.,29-12-21,15-12-21,7.1,CWE-290,NETWORK,HIGH,HIGH,0
CVE-2021-4102,google,Chromium V8 Engine,Google Chromium V8 Use-After-Free Vulnerability,15-12-21,Google Chromium V8 Engine contains a use-after-free vulnerability which can allow a remote attacker to execute arbitrary code on the target system.,Apply updates per vendor instructions.,29-12-21,11-02-22,8.8,CWE-416,NETWORK,LOW,HIGH,0
CVE-2021-22017,vmware,vCenter Server,VMware vCenter Server Improper Access Control,10-01-22,Rhttproxy as used in vCenter Server contains a vulnerability due to improper implementation of URI normalization.,Apply updates per vendor instructions.,24-01-22,23-09-21,5.3,NVD-CWE-noinfo,NETWORK,LOW,MEDIUM,2
CVE-2021-36260,hikvision,Security cameras web server,Hikvision Improper Input Validation,10-01-22,A command injection vulnerability in the web server of some Hikvision product. Due to the insufficient input validation.,Apply updates per vendor instructions.,24-01-22,22-09-21,9.8,CWE-77,NETWORK,LOW,CRITICAL,1
CVE-2020-6572,google,Chrome,Google Chrome Prior to 81.0.4044.92 Use-After-Free Vulnerability,10-01-22,Use-after-free vulnerability in Media in Google Chrome prior to 81.0.4044.92 allowed a Remote attacker to execute arbitrary code via a crafted HTML page.,Apply updates per vendor instructions.,10-07-22,14-01-21,8.8,CWE-416,NETWORK,LOW,HIGH,0
CVE-2019-1458,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,10-01-22,"A privilege escalation vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka 'Win32k EoP.",Apply updates per vendor instructions.,10-07-22,10-12-19,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2013-3900,microsoft,WinVerifyTrust function,Microsoft WinVerifyTrust function Remote Code Execution,10-01-22,A remote code execution vulnerability exists in the way that the WinVerifyTrust function handles Windows Authenticode signature verification for PE files.,Apply updates per vendor instructions.,10-07-22,11-12-13,,CWE-20,,,HIGH,0
CVE-2019-2725,oracle,WebLogic Server,"Oracle WebLogic Server, Injection",10-01-22,Injection vulnerability in the Oracle WebLogic Server component of Oracle Fusion Middleware (subcomponent: Web Services).,Apply updates per vendor instructions.,10-07-22,26-04-19,9.8,CWE-74,NETWORK,LOW,CRITICAL,1
CVE-2019-9670,synacor,Zimbra Collaboration Suite,Synacor Zimbra Collaboration Suite Improper Restriction of XML External Entity Reference,10-01-22,Improper Restriction of XML External Entity Reference vulnerability affecting Synacor Zimbra Collaboration Suite.,Apply updates per vendor instructions.,10-07-22,29-05-19,9.8,CWE-611,NETWORK,LOW,CRITICAL,1
CVE-2018-13382,fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Improper Authorization,10-01-22,An Improper Authorization vulnerability in Fortinet FortiOS and FortiProxy under SSL VPN web portal allows an unauthenticated attacker to modify the password.,Apply updates per vendor instructions.,10-07-22,04-06-19,7.5,CWE-285,NETWORK,LOW,HIGH,0
CVE-2018-13383,fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Out-of-bounds Write,10-01-22,A heap buffer overflow in Fortinet FortiOS and FortiProxy may cause the SSL VPN web service termination for logged in users.,Apply updates per vendor instructions.,10-07-22,29-05-19,6.5,CWE-787,NETWORK,LOW,MEDIUM,2
CVE-2019-1579,palo alto networks,PAN-OS,Palo Alto Networks PAN-OS Remote Code Execution Vulnerability,10-01-22,Remote Code Execution in PAN-OS with GlobalProtect Portal or GlobalProtect Gateway Interface enabled.,Apply updates per vendor instructions.,10-07-22,19-07-19,8.1,CWE-134,NETWORK,HIGH,HIGH,0
CVE-2019-10149,exim,Mail Transfer Agent (MTA),Exim Mail Transfer Agent (MTA) Improper Input Validation,10-01-22,Improper validation of recipient address in deliver_message() function in /src/deliver.c may lead to remote command execution.,Apply updates per vendor instructions.,10-07-22,05-06-19,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2015-7450,ibm,WebSphere Application Server and Server Hypervisor Edition,IBM WebSphere Application Server and Server Hypervisor Edition Code Injection.,10-01-22,"Serialized-object interfaces in certain IBM analytics, business solutions, cognitive, IT infrastructure, and mobile and social products allow remote attackers to execute arbitrary commands",Apply updates per vendor instructions.,10-07-22,02-01-16,9.8,CWE-94,NETWORK,LOW,CRITICAL,1
CVE-2017-1000486,primetek,Primefaces Application,Primetek Primefaces Remote Code Execution Vulnerability,10-01-22,Primetek Primefaces is vulnerable to a weak encryption flaw resulting in remote code execution,Apply updates per vendor instructions.,10-07-22,03-01-18,9.8,CWE-326,NETWORK,LOW,CRITICAL,1
CVE-2019-7609,elastic,Kibana,Kibana Arbitrary Code Execution,10-01-22,Kibana contain an arbitrary code execution flaw in the Timelion visualizer.,Apply updates per vendor instructions.,10-07-22,25-03-19,10.0,CWE-94,NETWORK,LOW,CRITICAL,1
CVE-2021-27860,fatpipe,"WARP, IPVPN, and MPVPN software","FatPipe WARP, IPVPN, and MPVPN Configuration Upload exploit",10-01-22,"A vulnerability in the web management interface of FatPipe WARP, IPVPN, and MPVPN software allows a remote, unauthenticated attacker to upload a file to any location on the filesystem.",Apply updates per vendor instructions.,24-01-22,08-12-21,8.8,CWE-434,NETWORK,LOW,HIGH,0
CVE-2021-32648,october cms,October CMS,October CMS Improper Authentication,18-01-22,In affected versions of the october/system package an attacker can request an account password reset and then gain access to the account using a specially crafted request.,Apply updates per vendor instructions.,01-02-22,26-08-21,9.1,"CWE-640,CWE-287",NETWORK,LOW,CRITICAL,1
CVE-2021-25296,nagios,Nagios XI,Nagios XI OS Command Injection,18-01-22,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,01-02-22,15-02-21,8.8,CWE-78,NETWORK,LOW,HIGH,0
CVE-2021-25297,nagios,Nagios XI,Nagios XI OS Command Injection,18-01-22,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,01-02-22,15-02-21,8.8,CWE-78,NETWORK,LOW,HIGH,0
CVE-2021-25298,nagios,Nagios XI,Nagios XI OS Command Injection,18-01-22,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,Apply updates per vendor instructions.,01-02-22,15-02-21,8.8,CWE-78,NETWORK,LOW,HIGH,0
CVE-2021-40870,aviatrix,Aviatrix Controller,Aviatrix Controller Unrestricted Upload of File,18-01-22,"Unrestricted upload of a file with a dangerous type is possible, which allows an unauthenticated user to execute arbitrary code via directory traversal.",Apply updates per vendor instructions.,01-02-22,13-09-21,9.8,CWE-434,NETWORK,LOW,CRITICAL,1
CVE-2021-33766,microsoft,Exchange Server,Microsoft Exchange Server Information Disclosure,18-01-22,Microsoft Exchange Server contains an information disclosure vulnerability which can allow an unauthenticated attacker to steal email traffic from target.,Apply updates per vendor instructions.,01-02-22,14-07-21,7.5,CWE-287,NETWORK,LOW,HIGH,0
CVE-2021-21975,vmware,vRealize Operations Manager API,VMware Server Side Request Forgery in vRealize Operations Manager API,18-01-22,Server Side Request Forgery (SSRF) in vRealize Operations Manager API prior to 8.4 may allow a malicious actor with network access to the vRealize Operations Manager API to perform a SSRF attack to steal administrative credentials.,Apply updates per vendor instructions.,01-02-22,31-03-21,7.5,CWE-918,NETWORK,LOW,HIGH,0
CVE-2021-21315,npm package,System Information Library for Node.JS,System Information Library for Node.JS Command Injection,18-01-22,"In this vulnerability, an attacker can send a malicious payload that will exploit the name parameter. After successful exploitation, attackers can execute remote.",Apply updates per vendor instructions.,01-02-22,16-02-21,7.8,CWE-78,LOCAL,LOW,HIGH,0
CVE-2021-22991,f5,BIG-IP Traffic Management Microkernel,F5 BIG-IP Traffic Management Microkernel Buffer Overflow,18-01-22,"The Traffic Management Microkernel of BIG-IP ASM Risk Engine has a buffer overflow vulnerability, leading to a bypassing of URL-based access controls.",Apply updates per vendor instructions.,01-02-22,31-03-21,9.8,CWE-120,NETWORK,LOW,CRITICAL,1
CVE-2020-14864,oracle,Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition Path Transversal,18-01-22,"Path traversal vulnerability, where an attacker can target the preview FilePath parameter of the getPreviewImage function to get access to arbitrary system file.",Apply updates per vendor instructions.,18-07-22,21-10-20,7.5,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2020-13671,drupal,Drupal core,Drupal core Un-restricted Upload of File,18-01-22,Improper sanitization in the extension file names is present in Drupal core.,Apply updates per vendor instructions.,18-07-22,20-11-20,8.8,CWE-434,NETWORK,LOW,HIGH,0
CVE-2020-11978,apache,Airflow,Apache Airflow Command Injection,18-01-22,A remote code/command injection vulnerability was discovered in one of the example DAGs shipped with Airflow.,Apply updates per vendor instructions.,18-07-22,17-07-20,8.8,CWE-77,NETWORK,LOW,HIGH,0
CVE-2020-13927,apache,Airflow's Experimental API,Apache Airflow's Experimental API Authentication Bypass,18-01-22,The previous default setting for Airflow's Experimental API was to allow all API requests without authentication.,Apply updates per vendor instructions.,18-07-22,10-11-20,9.8,NVD-CWE-Other,NETWORK,LOW,CRITICAL,1
CVE-2006-1547,apache,Struts 1,Apache Struts 1 ActionForm Denial-of-Service Vulnerability,21-01-22,ActionForm in Apache Struts versions before 1.2.9 with BeanUtils 1.7 contains a vulnerability which allows for denial-of-service.,Apply updates per vendor instructions.,21-07-22,30-03-06,,NVD-CWE-Other,,,HIGH,0
CVE-2012-0391,apache,Struts 2,Apache Struts 2 Improper Input Validation Vulnerability,21-01-22,The ExceptionDelegator component in Apache Struts 2 before 2.2.3.1 contains an improper input validation vulnerability which allows for remote code execution.,Apply updates per vendor instructions.,21-07-22,08-01-12,,CWE-20,,,HIGH,0
CVE-2018-8453,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,21-01-22,Microsoft Windows Win32k contains a vulnerability which allows an attacker to escalate privileges.,Apply updates per vendor instructions.,21-07-22,10-10-18,7.8,CWE-404,LOCAL,LOW,HIGH,0
CVE-2021-35247,solarwinds,Serv-U,SolarWinds Serv-U Improper Input Validation Vulnerability,21-01-22,SolarWinds Serv-U versions 15.2.5 and earlier contain an improper input validation vulnerability which allows attackers to build and send queries without sanitization.,Apply updates per vendor instructions.,04-02-22,10-01-22,5.3,CWE-20,NETWORK,LOW,MEDIUM,2
CVE-2022-22587,apple,iOS and macOS,Apple Memory Corruption Vulnerability,28-01-22,Apple IOMobileFrameBuffer contains a memory corruption vulnerability which can allow a malicious application to execute arbitrary code with kernel privileges.,Apply updates per vendor instructions.,11-02-22,18-03-22,9.8,CWE-787,NETWORK,LOW,CRITICAL,1
CVE-2021-20038,sonicwall,SMA 100 Appliances,SonicWall SMA 100 Appliances Stack-Based Buffer Overflow Vulnerability,28-01-22,SonicWall SMA 100 devies are vulnerable to an unauthenticated stack-based buffer overflow vulnerability where exploitation can result in code execution.,Apply updates per vendor instructions.,11-02-22,08-12-21,9.8,CWE-787,NETWORK,LOW,CRITICAL,1
CVE-2020-5722,grandstream,UCM6200,Grandstream Networks UCM6200 Series SQL Injection Vulnerability,28-01-22,Grandstream UCM6200 series is vulnerable to an unauthenticated remote SQL injection via crafted HTTP request. Exploitation can allow for code execution as root.,Apply updates per vendor instructions.,28-07-22,23-03-20,9.8,CWE-89,NETWORK,LOW,CRITICAL,1
CVE-2020-0787,microsoft,Windows,Microsoft Windows Background Intelligent Transfer Service (BITS) Improper Privilege Management Vulnerability,28-01-22,Microsoft Windows BITS is vulnerable to to a privilege elevation vulnerability if it improperly handles symbolic links. An actor can exploit this vulnerability to execute arbitrary code with system-level privileges.,Apply updates per vendor instructions.,28-07-22,12-03-20,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2017-5689,intel,"Active Management Technology (AMT), Small Business Technology (SBT), and Standard Manageability","Intel Active Management Technology (AMT), Small Business Technology (SBT), and Standard Manageability Privilege Escalation Vulnerability",28-01-22,Intel products contain a vulnerability which can allow attackers to perform privilege escalation.,Apply updates per vendor instructions.,28-07-22,02-05-17,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2014-1776,microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability,28-01-22,Microsoft Internet Explorer 6 - 11 contains a use-after-free vulnerability which can allow for arbitrary code execution or denial of service.,Apply updates per vendor instructions.,28-07-22,27-04-14,,CWE-416,,,HIGH,0
CVE-2014-6271,gnu,Bourne-Again Shell (Bash),GNU Bourne-Again Shell (Bash) Arbitrary Code Execution Vulnerability,28-01-22,"GNU Bash through 4.3 processes trailing strings after function definitions in the values of environment variables, which allows remote attackers to execute code.",Apply updates per vendor instructions.,28-07-22,24-09-14,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2014-7169,gnu,Bourne-Again Shell (Bash),GNU Bourne-Again Shell (Bash) Arbitrary Code Execution Vulnerability,28-01-22,"GNU Bash through 4.3 processes trailing strings after function definitions in the values of environment variables, which allows remote attackers to execute code. This CVE correctly remediates the vulnerability in CVE-2014-6271.",Apply updates per vendor instructions.,28-07-22,25-09-14,,CWE-78,,,HIGH,0
CVE-2022-21882,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,04-02-22,Microsoft Win32k contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,18-02-22,11-01-22,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2021-36934,microsoft,Windows,Microsoft Windows SAM Local Privilege Escalation Vulnerability,10-02-22,"If a Volume Shadow Copy (VSS) shadow copy of the system drive is available, users can read the SAM file which would allow any user to escalate privileges to SYSTEM level.",Apply updates per vendor instructions.,24-02-22,22-07-21,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2020-0796,microsoft,SMBv3,Microsoft SMBv3 Remote Code Execution Vulnerability,10-02-22,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 3.1.1 (SMBv3) protocol handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server or client.,Apply updates per vendor instructions.,10-08-22,12-03-20,10.0,CWE-119,NETWORK,LOW,CRITICAL,1
CVE-2018-1000861,jenkins,Jenkins Stapler Web Framework,Jenkins Stapler Web Framework Deserialization of Untrusted Data Vulnerability,10-02-22,A code execution vulnerability exists in the Stapler web framework used by Jenkins,Apply updates per vendor instructions.,10-08-22,10-12-18,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2017-9791,apache,Struts 1,Apache Struts 1 Improper Input Validation Vulnerability,10-02-22,The Struts 1 plugin in Apache Struts might allow remote code execution via a malicious field value passed in a raw message to the ActionMessage.,Apply updates per vendor instructions.,10-08-22,10-07-17,9.8,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2017-8464,microsoft,Windows,Microsoft Windows Shell (.lnk) Remote Code Execution Vulnerability,10-02-22,Windows Shell in multiple versions of Microsoft Windows allows local users or remote attackers to execute arbitrary code via a crafted .LNK file,Apply updates per vendor instructions.,10-08-22,15-06-17,8.8,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2017-10271,oracle,WebLogic Server,Oracle Corporation WebLogic Server Remote Code Execution Vulnerability,10-02-22,Oracle Corporation WebLogic Server contains a vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,10-08-22,19-10-17,7.5,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2017-0263,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,10-02-22,Microsoft Win32k contains a privilege escalation vulnerability due to the Windows kernel-mode driver failing to properly handle objects in memory.,Apply updates per vendor instructions.,10-08-22,12-05-17,7.8,CWE-416,LOCAL,LOW,HIGH,0
CVE-2017-0262,microsoft,Office,Microsoft Office Remote Code Execution Vulnerability,10-02-22,A remote code execution vulnerability exists in Microsoft Office.,Apply updates per vendor instructions.,10-08-22,12-05-17,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2017-0145,microsoft,SMBv1,Microsoft SMBv1 Remote Code Execution Vulnerability,10-02-22,The SMBv1 server in multiple Microsoft Windows versions allows remote attackers to execute arbitrary code via crafted packets.,Apply updates per vendor instructions.,10-08-22,17-03-17,8.1,CWE-20,NETWORK,HIGH,HIGH,0
CVE-2017-0144,microsoft,SMBv1,Microsoft SMBv1 Remote Code Execution Vulnerability,10-02-22,The SMBv1 server in multiple Microsoft Windows versions allows remote attackers to execute arbitrary code via crafted packets.,Apply updates per vendor instructions.,10-08-22,17-03-17,8.1,CWE-20,NETWORK,HIGH,HIGH,0
CVE-2016-3088,apache,ActiveMQ,Apache ActiveMQ Improper Input Validation Vulnerability,10-02-22,The Fileserver web application in Apache ActiveMQ allows remote attackers to upload and execute arbitrary files via an HTTP PUT followed by an HTTP MOVE request,Apply updates per vendor instructions.,10-08-22,01-06-16,9.8,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2015-2051,d-link,DIR-645 Router,D-Link DIR-645 Router Remote Code Execution Vulnerability,10-02-22,D-Link DIR-645 Wired/Wireless Router allows remote attackers to execute arbitrary commands via a GetDeviceSettings action to the HNAP interface.,The impacted product is end-of-life and should be disconnected if still in use.,10-08-22,23-02-15,,CWE-77,,,HIGH,0
CVE-2015-1635,microsoft,HTTP.sys,Microsoft HTTP.sys Remote Code Execution Vulnerability,10-02-22,Microsoft HTTP protocol stack (HTTP.sys) contains a vulnerability which allows for remote code execution.,Apply updates per vendor instructions.,10-08-22,14-04-15,,CWE-94,,,HIGH,0
CVE-2015-1130,apple,OS X,Apple OS X Authentication Bypass Vulnerability,10-02-22,The XPC implementation in Admin Framework in Apple OS X before 10.10.3 allows local users to bypass authentication and obtain admin privileges.,Apply updates per vendor instructions.,10-08-22,10-04-15,,CWE-254,,,CRITICAL,1
CVE-2014-4404,apple,OS X,Apple OS X Heap-Based Buffer Overflow Vulnerability,10-02-22,"Heap-based buffer overflow in IOHIDFamily in Apple OS X, which affects, iOS before 8 and Apple TV before 7, allows attackers to execute arbitrary code in a privileged context.",Apply updates per vendor instructions.,10-08-22,18-09-14,,CWE-119,,,CRITICAL,1
CVE-2022-22620,apple,Webkit,Apple Webkit Remote Code Execution Vulnerability,11-02-22,"Apple Webkit, which impacts iOS, iPadOS, and macOS, contains a vulnerability which allows for remote code execution.",Apply updates per vendor instructions.,25-02-22,18-03-22,8.8,CWE-416,NETWORK,LOW,HIGH,0
